ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
24ME,small_airport,Slip Knot Landing Airport,310,NA,US,US-ME,Windham,24ME,,24ME,"-70.44280242919922, 43.822200775146484"
24MN,small_airport,Bergemann Airport,1001,NA,US,US-MN,Garden City,24MN,,24MN,"-94.1780014038086, 44.00410079956055"
24MO,small_airport,Mistwood Airport,760,NA,US,US-MO,Camdenton,24MO,,24MO,"-92.83350372314453, 38.133399963378906"
24MT,small_airport,Haggerty Airport,5170,NA,US,US-MT,Bozeman,24MT,,24MT,"-111.09200286865234, 45.61940002441406"
24MU,small_airport,Steele Airport,1077,NA,US,US-MO,Fairfax,24MU,,24MU,"-95.4385986328125, 40.36280059814453"
24NC,small_airport,Mc Gee Field,550,NA,US,US-NC,Monroe,24NC,,24NC,"-80.47499847410002, 35.1272010803"
24NE,small_airport,Orr Airport,3827,NA,US,US-NE,Lakeside,24NE,,24NE,"-102.43900299072266, 42.3838996887207"
24OH,small_airport,Milburn Airport,1197,NA,US,US-OH,Louisville,24OH,,24OH,"-81.29149627685547, 40.88059997558594"
24OI,small_airport,Reeds Airport,1200,NA,US,US-OH,St Paris,24OI,,24OI,"-83.89720153808594, 40.07780075073242"
24PA,small_airport,Kindelberger Landing Strip,1140,NA,US,US-PA,Freedom,24PA,,24PA,"-80.17780303955078, 40.69169998168945"
24S,small_airport,Pinehurst State Airport,3638,NA,US,US-OR,Pinehurst,24S,,24S,"-122.38300323486328, 42.110198974609375"
24SC,small_airport,The Farm Airport,580,NA,US,US-SC,Summit,24SC,,24SC,"-81.42970275878906, 33.93579864501953"
24TA,small_airport,Moore Ranch Airport,315,NA,US,US-TX,Centerville,24TA,,24TA,"-95.82749938964844, 31.213199615478516"
24TX,small_airport,Thurber Lake Airport,1092,NA,US,US-TX,Thurber,24TX,,24TX,"-98.38369750976562, 32.500099182128906"
24VA,small_airport,Cherrystone Airport,14,NA,US,US-VA,Cheriton,24VA,,24VA,"-75.99970245361328, 37.28820037841797"
24WI,small_airport,Irlbeck Airport,990,NA,US,US-WI,Somerset,24WI,,24WI,"-92.67379760742188, 45.09550094604492"
24WN,small_airport,Prairie View Farm Airport,890,NA,US,US-WI,Lake Geneva,24WN,,24WN,"-88.42749786376953, 42.554100036621094"
24XA,small_airport,Cross-B Airport,530,NA,US,US-TX,San Antonio,24XA,,24XA,"-98.370294, 29.320969"
25A,small_airport,Mcminn Airport,680,NA,US,US-AL,Weaver,25A,,25A,"-85.82550048828125, 33.73979949951172"
25AA,small_airport,Skyflight Airport,89,NA,US,US-AK,Fairbanks,25AA,,25AA,"-147.879778, 64.928467"
25AK,small_airport,Honeybee Lake Aero Park Airport,200,NA,US,US-AK,Willow,25AK,,25AK,"-150.06300354003906, 61.71220016479492"
25AR,small_airport,Reeves Private Airport,600,NA,US,US-AR,Mount Pleasant,25AR,,25AR,"-91.7460021973, 35.9305992126"
25AZ,small_airport,Mystery Well Ranch Airport,4173,NA,US,US-AZ,Portal,25AZ,,25AZ,"-109.05699920654297, 31.815900802612305"
25CA,small_airport,Loma Madera Ranch Airport,3375,NA,US,US-CA,Santa Ysabel,25CA,,25CA,"-116.79299926757812, 33.17919921875"
25CD,small_airport,Lux Field,9300,NA,US,US-CO,Hartsel,25CD,,25CD,"-105.720167, 39.152333"
25CL,small_airport,Van Dyke Strip,48,NA,US,US-CA,Pleasant Grove,25CL,,25CL,"-121.48400115966797, 38.866600036621094"
25CO,small_airport,Crystal Lakes Airport,8440,NA,US,US-CO,Red Feather Lakes,25CO,,25CO,"-105.63300323486328, 40.851600646972656"
25FL,small_airport,Connell's Wahoo Airport,65,NA,US,US-FL,Bushnell,25FL,,25FL,"-82.15779876708984, 28.631900787353516"
25GA,small_airport,Miller Farm Airport,750,NA,US,US-GA,Douglasville,25GA,,25GA,"-84.66300201416016, 33.65959930419922"
25IL,small_airport,Bob Davis Flying Service Airport,680,NA,US,US-IL,Virden,25IL,,25IL,"-89.8582992553711, 39.516700744628906"
25IN,small_airport,Reid-Eash Airport,879,NA,US,US-IN,Howe,25IN,,25IN,"-85.41940307617188, 41.70280075073242"
25KS,small_airport,Wyrill Farming Airport,1700,NA,US,US-KS,Kirwin,25KS,,25KS,"-99.12840271, 39.6833000183"
25LL,small_airport,Bradbury Airport,694,NA,US,US-IL,Piper City,25LL,,25LL,"-88.2228012084961, 40.75230026245117"
25MD,small_airport,Whalen Field,70,NA,US,US-MD,Sudlersville,25MD,,25MD,"-75.84020233154297, 39.16749954223633"
25MO,small_airport,Cook Airport,920,NA,US,US-MO,Carl Junction,25MO,,25MO,"-94.55110168457031, 37.18579864501953"
25MT,small_airport,Blatter Airport,2800,NA,US,US-MT,Glasgow,25MT,,25MT,"-106.25299835205078, 48.42219924926758"
25NC,small_airport,Smith Air Strip,560,NA,US,US-NC,Asheboro,25NC,,25NC,"-79.70999908447266, 35.63330078125"
25NE,small_airport,Corr Airport,4000,NA,US,US-NE,Melbeta,25NE,,25NE,"-103.51100158691406, 41.724098205566406"
25NK,small_airport,Loucks Airport,1425,NA,US,US-NY,Hammondsport,25NK,,25NK,"-77.1322021484375, 42.43619918823242"
25NM,small_airport,Dream Catcher Ranch Airport,7253,NA,US,US-NM,Pie Town,25NM,,25NM,"-108.031111, 34.476944"
25OH,small_airport,Hammond Airport,1050,NA,US,US-OH,Louisville,25OH,,25OH,"-81.25980377197266, 40.91310119628906"
25OI,small_airport,Morrison Field,865,NA,US,US-OH,Bristolville,25OI,,25OI,"-80.87789916992188, 41.42259979248047"
25SC,small_airport,Mountain Ridge Airport,980,NA,US,US-SC,Greenville,25SC,,25SC,"-82.339444, 34.960556"
25TA,small_airport,Ferris Airport,35,NA,US,US-TX,Baytown,25TA,,25TA,"-94.96739959716797, 29.836599349975586"
25TE,small_airport,Taylor's Air Park,700,NA,US,US-TX,Joshua,25TE,,25TE,"-97.40029907226562, 32.45009994506836"
25TS,small_airport,Miller Airfield,3961,NA,US,US-TX,Dalhart,25TS,,25TS,"-102.41600036621094, 36.09170150756836"
25TX,small_airport,Hubbard Airport,300,NA,US,US-TX,Lufkin,25TX,,25TX,"-94.64430236816406, 31.31279945373535"
25U,small_airport,Memaloose Airport,6708,NA,US,US-OR,Imnaha,25U,,25U,"-116.69400024414062, 45.42770004272461"
25VA,small_airport,Toddsbury Farm Airport,50,NA,US,US-VA,Aylett,25VA,,25VA,"-77.10299682617188, 37.81760025024414"
25WA,small_airport,Hart Ranch Airport,2608,NA,US,US-WA,Tonasket,25WA,,25WA,"-119.06500244140625, 48.576499938964844"
25WN,small_airport,Little Plum Creek Airport,12,NA,US,US-WI,Pepin,25WN,,25WN,"-92.120341, 44.528718"
25XA,small_airport,Headwaters Airport,1974,NA,US,US-TX,Fredericksburg,25XA,,25XA,"-98.704617, 30.098869"
25XS,small_airport,O'Brien Airpark,650,NA,US,US-TX,Waxahachie,25XS,,25XS,"-96.84639739990234, 32.48649978637695"
25Y,small_airport,New York Mills Municipal Airport,1401,NA,US,US-MN,New York Mills,25Y,,25Y,"-95.3375015258789, 46.502201080322266"
26AL,small_airport,Richardson Field,180,NA,US,US-AL,Mobile,26AL,,26AL,"-88.27860260009766, 30.62420082092285"
26AR,small_airport,"Fly ""N"" K Airport",400,NA,US,US-AR,Searcy,26AR,,26AR,"-91.807800293, 35.2154998779"
26AZ,small_airport,Flying Dare's Ranch Airport,2192,NA,US,US-AZ,Aguila,26AZ,,26AZ,"-113.2030029296875, 34.012001037597656"
26CA,small_airport,Boeckmann Ranch Airport,100,NA,US,US-CA,Wilton,26CA,,26CA,"-121.1719970703125, 38.42689895629883"
26FD,small_airport,Hennessy Airport,50,NA,US,US-FL,Arcadia,26FD,,26FD,"-81.84809875488281, 27.05120086669922"
26GA,small_airport,Murphree Airport,760,NA,US,US-GA,Newnan,26GA,,26GA,"-84.91380310058594, 33.33620071411133"
26ID,small_airport,Seven Shamrock Airport,2081,NA,US,US-ID,Sandpoint,26ID,,26ID,"-116.403611, 48.363889"
26IL,small_airport,Duane E. Davis Airport,741,NA,US,US-IL,Leaf River,26IL,,26IL,"-89.37339782714844, 42.11970138549805"
26IN,small_airport,Willcox Airport,990,NA,US,US-IN,Knightstown,26IN,,26IN,"-85.59190368652344, 39.82339859008789"
26IS,small_airport,Ficklin-Airtech Airport,672,NA,US,US-IL,Fairbury,26IS,,26IS,"-88.50559997558594, 40.766700744628906"
26LL,small_airport,Anderson Airport,830,NA,US,US-IL,Sycamore,26LL,,26LL,"-88.71759796142578, 42.009498596191406"
26MA,small_airport,Pepperell Airport,176,NA,US,US-MA,Pepperell,26MA,,26MA,"-71.55010223388672, 42.69620132446289"
26MI,small_airport,Van Strien Company Airport,624,NA,US,US-MI,Lowell,26MI,,26MI,"-85.37809753417969, 42.92390060424805"
26MN,small_airport,Christianson Field,874,NA,US,US-MN,Halstad,26MN,,26MN,"-96.78369903564453, 47.33000183105469"
26MO,small_airport,Taber Field,985,NA,US,US-MO,Theodosia,26MO,,26MO,"-92.78459930419922, 36.613399505615234"
26MT,small_airport,Hutchinson Airport,2900,NA,US,US-MT,Hingham,26MT,,26MT,"-110.44200134277344, 48.835601806640625"
26N,small_airport,Ocean City Municipal Airport,5,NA,US,US-NJ,Ocean City,26N,,26N,"-74.60749816894531, 39.26350021362305"
26NC,small_airport,Boonville Airport,1003,NA,US,US-NC,Boonville,26NC,,26NC,"-80.7155990600586, 36.222900390625"
26ND,small_airport,Chitwood Airstrip,2180,NA,US,US-ND,Alexander,,,,"-103.643997, 47.709702"
26NV,small_airport,Darrow Field,3965,NA,US,US-NV,Fallon,26NV,,26NV,"-118.866330385, 39.453426222299996"
26OG,small_airport,Oakridge Ranch Airport,1560,NA,US,US-OR,Eagle Point,26OG,,26OG,"-122.734744, 42.463021"
26OK,small_airport,Duck Creek Airport,700,NA,US,US-OK,Mounds,OK36,,OK36,"-96.004402, 35.882198"
26TX,small_airport,Lowrance Ranch Airport,1692,NA,US,US-TX,Truscott,26TX,,26TX,"-100.01799774169922, 33.764801025390625"
26W,small_airport,Wolf Lake Airport,980,NA,US,US-MI,Napoleon,26W,,26W,"-84.23169708251953, 42.20970153808594"
26WI,small_airport,Kitty-Wompus Airport,1336,NA,US,US-WI,Exeland,26WI,,26WI,"-91.30349731445312, 45.699100494384766"
26XS,small_airport,Tatum Ranch Airport,1420,NA,US,US-TX,Blanco,26XS,,26XS,"-98.4614028930664, 30.114099502563477"
27AL,small_airport,Little Texas Airport,500,NA,US,US-AL,Tuskegee,27AL,,27AL,"-85.55819702148438, 32.45349884033203"
27AZ,small_airport,Eagle Roost Airpark,2206,NA,US,US-AZ,Aguila,27AZ,,27AZ,"-113.16699981689453, 33.919498443603516"
27C,small_airport,Mecosta Morton Airport,1022,NA,US,US-MI,Mecosta,27C,,27C,"-85.26249694824219, 43.62919998168945"
27CA,small_airport,Holiday Ranch Airport,3260,NA,US,US-CA,Apple Valley,27CA,,27CA,"-117.08100128173828, 34.561100006103516"
27CL,small_airport,Sopwith Farm Airport,20,NA,US,US-CA,Pleasant Grove,27CL,,27CL,"-121.572998046875, 38.747100830078125"
27CO,small_airport,Roubideau Airport,4900,NA,US,US-CO,Delta,27CO,,27CO,"-108.12899780273438, 38.72600173950195"
27GA,small_airport,Wilson International Airport,1050,NA,US,US-GA,Carrollton,27GA,,27GA,"-85.00990295410156, 33.65840148925781"
27IA,small_airport,Oldfield Aero,750,NA,US,US-IA,Keosauqua,27IA,,27IA,"-92.0307006836, 40.75130081179999"
27IS,small_airport,Gelfius International Airport,530,NA,US,US-IL,Dahlgren,27IS,,27IS,"-88.67030334472656, 38.14889907836914"
27KS,small_airport,Bellamy Farm Airport,3650,NA,US,US-KS,Goodland,27KS,,27KS,"-101.71700286865234, 39.12889862060547"
27LL,small_airport,Ralph Jacobs Airport,400,NA,US,US-IL,Valmeyer,27LL,,27LL,"-90.31929779052734, 38.375099182128906"
27MI,small_airport,Miller Field,705,NA,US,US-MI,Vassar,27MI,,27MI,"-83.48660278320312, 43.372798919677734"
27MN,small_airport,Lake Bronson Airport,960,NA,US,US-MN,Lake Bronson,27MN,,27MN,"-96.65450286865234, 48.73749923706055"
27MO,small_airport,Route 66 Airfield,1055,NA,US,US-MO,Carthage,27MO,,27MO,"-94.22419738769531, 37.19390106201172"
27MT,small_airport,Rahn Airport,3090,NA,US,US-MT,Kalispell,27MT,,27MT,"-114.3270034790039, 48.3218994140625"
27NE,small_airport,Hendricks Field,3450,NA,US,US-NE,Grant,27NE,,27NE,"-101.7959976196289, 40.722801208496094"
27NK,small_airport,Mohawk Air Park,1079,NA,US,US-NY,Schyler,27NK,,27NK,"-75.044467, 43.113317"
27OH,small_airport,Schaller Airport,830,NA,US,US-OH,Findlay,27OH,,27OH,"-83.67990112304688, 40.94670104980469"
27OK,small_airport,Thomas Landing Airport,1110,NA,US,US-OK,Ponca City,27OK,,27OK,"-96.96389770507812, 36.7422981262207"
27PN,small_airport,Shelley Private Airport,750,NA,US,US-PA,Richfield,27PN,,27PN,"-77.16190338134766, 40.68119812011719"
27W,small_airport,Lake Wenatchee State Airport,1939,NA,US,US-WA,Leavenworth,27W,,27W,"-120.72000122070312, 47.819400787353516"
27WA,small_airport,J C's Airport,236,NA,US,US-WA,Conway,27WA,,27WA,"-122.31600189208984, 48.32509994506836"
27WI,small_airport,Tegeler Airport,950,NA,US,US-WI,Prescott,27WI,,27WI,"-92.71379852294922, 44.807701110839844"
27WV,small_airport,Kurt's Field,670,NA,US,US-WV,Poca,27WV,,27WV,"-81.8036944, 38.4788193"
27XA,small_airport,Arnett Landing Airport,1180,NA,US,US-TX,Poolville,27XA,,27XA,"-97.889917, 32.979389"
27XS,small_airport,Sport Flyers Airport,180,NA,US,US-TX,Brookshire,27XS,,27XS,"-95.94981, 29.837999"
28A,small_airport,Goose Creek Airport,565,NA,US,US-NC,Indian Trail,28A,,28A,"-80.5873031616211, 35.12099838256836"
28AK,small_airport,Gates Ranch Airport,1875,NA,US,US-AK,Glacier View,28AK,,28AK,"-147.858993, 61.808899"
28AR,small_airport,Henley Aerodrome,377,NA,US,US-AR,Charlotte,28AR,,28AR,"-91.43329620361328, 35.83330154418945"
28AZ,small_airport,Sampley's Airport,2208,NA,US,US-AZ,Aguila,28AZ,,28AZ,"-113.18099975586, 33.922798156738"
28CA,small_airport,Dos Palos Airport,118,NA,US,US-CA,Dos Palos,28CA,,28CA,"-120.62999725341797, 36.962398529052734"
28FL,small_airport,Jim Finlay Farm Airport,40,NA,US,US-FL,Cresent City,28FL,,28FL,"-81.58309936523438, 29.4419002532959"
28II,small_airport,Cedar Farm Airport,453,NA,US,US-IN,Laconia,28II,,28II,"-86.05619812011719, 37.974700927734375"
28IL,small_airport,West Grove Airport,910,NA,US,US-IL,Leaf River,28IL,,28IL,"-89.41929626464844, 42.097198486328125"
28IN,small_airport,Marchino Field,540,NA,US,US-IN,Vincennes,28IN,,28IN,"-87.43470001220703, 38.63779830932617"
28IS,small_airport,O K Flying Club Inc Airport,665,NA,US,US-IL,Fillmore,28IS,,28IS,"-89.31179809570312, 39.194801330566406"
28KS,small_airport,Highland Farm Airport,1010,NA,US,US-KS,Rantoul,28KS,,28KS,"-95.15609741210938, 38.54249954223633"
28KY,small_airport,Brandon Airdrome Airport,525,NA,US,US-KY,Murray,28KY,,28KY,"-88.31340026855469, 36.57590103149414"
28LL,small_airport,Williamson Airport,630,NA,US,US-IL,Westervelt,28LL,,28LL,"-88.86840057373047, 39.46030044555664"
28M,small_airport,Cranland Airport,71,NA,US,US-MA,Hanson,28M,,28M,"-70.83809661865234, 42.02510070800781"
28MA,small_airport,Cannizzaro Field,250,NA,US,US-MA,Southwick,28MA,,28MA,"-72.81809997558594, 42.07979965209961"
28MI,small_airport,Miller-Herrold Airport,624,NA,US,US-MI,Cedar,28MI,,28MI,"-85.7926025390625, 44.8744010925293"
28MO,small_airport,Pasley Airport,790,NA,US,US-MO,Roscoe,28MO,,28MO,"-93.81880187988281, 37.973899841308594"
28MT,small_airport,Cain Ranch Airport,4480,NA,US,US-MT,Lincoln,28MT,,28MT,"-112.748083, 46.953556"
28N,small_airport,Vineland-Downstown Airport,120,NA,US,US-NJ,Vineland,28N,,28N,"-74.96630096435547, 39.537601470947266"
28NE,small_airport,Thies Airport,1750,NA,US,US-NE,Randolph,28NE,,28NE,"-97.29669952392578, 42.44169998168945"
28NK,small_airport,Ritchie Airfield,385,NA,US,US-NY,Clayton,28NK,,28NK,"-76.076389, 44.186944"
28NR,small_airport,Dry Pond Airport,1130,NA,US,US-NC,Rutherfordton,28NR,,28NR,"-81.995001, 35.3475"
28NY,small_airport,Spaudling Aerodrome,1607,NA,US,US-NY,Cassadaga,28NY,,28NY,"-79.225, 42.308333"
28OH,small_airport,Newbury Airport,743,NA,US,US-OH,Lyons,28OH,,28OH,"-84.00270080566406, 41.703399658203125"
28OK,small_airport,Pellar Farm Airport,1400,NA,US,US-OK,El Reno,28OK,,28OK,"-98.04060363769531, 35.50279998779297"
28OR,small_airport,Parrett Mountain Airport,790,NA,US,US-OR,Newberg,28OR,,28OR,"-122.23400115966797, 45.479000091552734"
28PA,small_airport,Yarrow Airport,330,NA,US,US-PA,Schwenksville,28PA,,28PA,"-75.44550323486328, 40.25120162963867"
28TA,small_airport,Duval County Ranch Co Airport,665,NA,US,US-TX,Freer,28TA,,28TA,"-98.71700287, 27.83359909"
28TE,small_airport,Midlake Airport,535,NA,US,US-TX,Elmendorf,28TE,,28TE,"-98.33699798583984, 29.268299102783203"
28TS,small_airport,Boe-Wrinkle Airport,802,NA,US,US-TX,Azle,28TS,,28TS,"-97.59500122070312, 32.90480041503906"
28TX,small_airport,Lehman Airport,1275,NA,US,US-TX,Vernon,28TX,,28TX,"-99.4551010131836, 34.085899353027344"
28U,small_airport,Owyhee Reservoir State Airport,2680,NA,US,US-OR,Owyhee,28U,,28U,"-117.34500122070312, 43.42490005493164"
28WA,small_airport,Robert L Delanoy Airport,30,NA,US,US-WA,Vancouver,28WA,,28WA,"-122.73500061035156, 45.73040008544922"
28WI,small_airport,Rutherford Airport,790,NA,US,US-WI,Arkansaw,28WI,,28WI,"-92.04660034179688, 44.60409927368164"
28XS,small_airport,Flying G Airport,470,NA,US,US-TX,Kaufman,28XS,,28XS,"-96.32530212402344, 32.645999908447266"
29AK,small_airport,Remington Field,1250,NA,US,US-AK,Delta Junction,29AK,,29AK,"-145.41900634765625, 64.04959869384766"
29AZ,small_airport,Paloma Ranch Airport,737,NA,US,US-AZ,Paloma,29AZ,,29AZ,"-112.9000015258789, 32.905601501464844"
29C,small_airport,Grindstone Air Harbor Airport,640,NA,US,US-MI,Port Austin,29C,,29C,"-82.91419982910156, 44.04779815673828"
29CN,small_airport,Dubey Airport,2400,NA,US,US-CA,Georgetown,29CN,,29CN,"-120.83399963378906, 38.84989929199219"
29F,small_airport,Joe Vaughn Spraying Airport,3500,NA,US,US-TX,Kress,29F,,29F,"-101.76699829101562, 34.39590072631836"
29GA,small_airport,Rolling Meadows Airfield,808,NA,US,US-GA,Sharpsburg,29GA,,29GA,"-84.63189697265625, 33.384300231933594"
29II,small_airport,Norm's Airport,750,NA,US,US-IN,Michigan City,29II,,29II,"-86.80750274658203, 41.6598014831543"
29IN,small_airport,Homestead Airport,863,NA,US,US-IN,Columbia City,29IN,,29IN,"-85.38610076904297, 41.07590103149414"
29KY,small_airport,Cramer Aerodrome,640,NA,US,US-KY,Hopkinsville,29KY,,29KY,"-87.42720031738281, 36.89310073852539"
29MD,small_airport,Schlosser Airport,53,NA,US,US-MD,Galena,29MD,,29MD,"-75.81279754638672, 39.36280059814453"
29MI,small_airport,Sawyer Field,910,NA,US,US-MI,Mason,29MI,,29MI,"-84.44999694824219, 42.599998474121094"
29MN,small_airport,Wetenkamp Airport,990,NA,US,US-MN,Tintah,29MN,,29MN,"-96.36280059814453, 46.02830123901367"
29MO,small_airport,Rollert Farm Airport,1000,NA,US,US-MO,Smithville,29MO,,29MO,"-94.51860046386719, 39.350799560546875"
29MT,small_airport,Craik Airport,2500,NA,US,US-MT,Trout Creek,29MT,,29MT,"-115.50299835205078, 47.73889923095703"
29N,small_airport,Kroelinger Airport,93,NA,US,US-NJ,Vineland,29N,,29N,"-75.04630279541016, 39.52399826049805"
29NE,small_airport,Bartmess Airport,3150,NA,US,US-NE,Wallace,29NE,,29NE,"-101.18099975585938, 40.76110076904297"
29OH,small_airport,Fox Airport,1020,NA,US,US-OH,Magnolia,29OH,,29OH,"-81.30259704589844, 40.6864013671875"
29OR,small_airport,Smith Private Airport,180,NA,US,US-OR,Brooks,29OR,,29OR,"-122.95700073242188, 45.03179931640625"
29SC,small_airport,Hannah Rhea Field,89,NA,US,US-SC,Walterboro,29SC,,29SC,"-80.85359954833984, 32.90140151977539"
29TA,small_airport,Cactus Hill Airport,1040,NA,US,US-TX,Wichita Falls,29TA,,29TA,"-98.645906, 33.873053"
29TX,small_airport,Lockett Airport,1282,NA,US,US-TX,Vernon,29TX,,29TX,"-99.3656005859375, 34.09450149536133"
29VA,small_airport,Rhynalds Ranch Airport,285,NA,US,US-VA,Remington,29VA,,29VA,"-77.73889923095703, 38.529300689697266"
29WI,small_airport,Whittlesey Cranberry Co Airport,982,NA,US,US-WI,Babcock,29WI,,29WI,"-90.02739715579999, 44.325500488299994"
2A8,small_airport,Addison Municipal Airport,786,NA,US,US-AL,Addison,,,2A8,"-87.158353, 34.217038"
2AK,small_airport,Lime Village Airport,552,NA,US,US-AK,Lime Village,2AK,LVD,2AK,"-155.440002441, 61.3591003418"
2AK0,small_airport,Mac Kenzie Country Airpark,120,NA,US,US-AK,Point Mackenzie,2AK0,,2AK0,"-149.975006104, 61.2559013367"
2AK1,small_airport,Blair Lake Airport,910,NA,US,US-AK,Fairbanks /Ft Wainwright/,2AK1,,2AK1,"-147.36399841308594, 64.36370086669922"
2AK2,small_airport,Clear Creek Airport,660,NA,US,US-AK,Fairbanks /Ft Wainwright/,2AK2,,2AK2,"-147.56300354003906, 64.45349884033203"
2AK4,small_airport,Bootleggers Cove Airport,45,NA,US,US-AK,Homer,2AK4,,2AK4,"-151.51199, 59.470001"
2AK5,small_airport,Johnstone Point Airport,15,NA,US,US-AK,Hinchinbrook,PAJO,,2AK5,"-146.583999634, 60.4817008972"
2AK6,small_airport,Hog River Airport,534,NA,US,US-AK,Hogatza,2AK6,HGZ,2AK6,"-155.6690063, 66.2161026"
2AK7,small_airport,Bald Mountain Airport,3600,NA,US,US-AK,Talkeetna,2AK7,,2AK7,"-149.7519989013672, 62.30739974975586"
2AK8,small_airport,Icy Cape Afs Airport,48,NA,US,US-AK,Icy Cape,2AK8,,2AK8,"-161.9029998779297, 70.2925033569336"
2AK9,small_airport,Independence Creek Airport,250,NA,US,US-AK,Independence Creek,2AK9,,2AK9,"-162.46400451660156, 65.67350006103516"
2AL1,small_airport,Collier Airpark,74,NA,US,US-AL,Magnolia Springs,2AL1,,2AL1,"-87.77780151367188, 30.424100875854492"
2AL3,small_airport,Emerald Mountain Airport,365,NA,US,US-AL,Wetumpka,2AL3,,2AL3,"-86.11920166015625, 32.45539855957031"
2AL5,small_airport,Flying J Ranch Airport,1430,NA,US,US-AL,Fort Payne,2AL5,,2AL5,"-85.66500091552734, 34.392799377441406"
2AL6,small_airport,Dale O. Galer Aerodrome,40,NA,US,US-AL,Theodore,2AL6,,2AL6,"-88.19819641113281, 30.499300003051758"
2AL7,small_airport,Mount Aero Lake Farm Airport,625,NA,US,US-AL,Hanceville,2AL7,,2AL7,"-86.72309875488281, 34.062801361083984"
2AL8,small_airport,Finkley Farm Airport,413,NA,US,US-AL,Phenix City,2AL8,,2AL8,"-85.24810028076172, 32.42110061645508"
2AR0,small_airport,Bully Henry Airport,245,NA,US,US-AR,Lonoke,2AR0,,2AR0,"-91.97429656982422, 34.868099212646484"
2AR2,small_airport,Davidson Field,835,NA,US,US-AR,Sage,2AR2,,2AR2,"-91.79660034179688, 36.015201568603516"
