name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Red Dry Lake 028,31308,Valid,H4,11.3,Found,2004,35.6448,-114.03452,"(35.644800, -114.034520)"
Red Dry Lake 029,31309,Valid,H4,5.25,Found,2004,35.62682,-114.04373,"(35.626820, -114.043730)"
Red Dry Lake 031,22547,Valid,H4,4.8,Found,2002,35.69733,-114.06167,"(35.697330, -114.061670)"
Red Dry Lake 063,45969,Valid,H4,6,Found,2006,35.63333,-114.08333,"(35.633330, -114.083330)"
Red Dry Lake 064,45970,Valid,H5,6,Found,2006,35.64133,-114.09,"(35.641330, -114.090000)"
Red Dry Lake 065,45971,Valid,L6,3,Found,2006,35.647,-114.0955,"(35.647000, -114.095500)"
Red Dry Lake 067,52886,Valid,L3.4,6.2,Found,2009,35.65868,-114.02573,"(35.658680, -114.025730)"
Red Dry Lake 068,52891,Valid,H4,26.2,Found,2008,35.64,-114.03285,"(35.640000, -114.032850)"
Red Dry Lake 071,52971,Valid,H6,4.35,Found,2010,35.62453,-114.04688,"(35.624530, -114.046880)"
Red River,22548,Valid,"Iron, IIIAB",800000,Found,1808,32,-95,"(32.000000, -95.000000)"
Red Rock,22549,Valid,"Iron, IIIAB",47600,Found,1976,35.41667,-117.91667,"(35.416670, -117.916670)"
Red Willow,22550,Valid,Iron,2750,Found,1899,40.25,-100.5,"(40.250000, -100.500000)"
Reed City,22552,Valid,"Iron, ungrouped",20000,Found,1895,43.86667,-85.51667,"(43.866670, -85.516670)"
Renfrow,22588,Valid,L6,81600,Found,1986,36.98667,-97.555,"(36.986670, -97.555000)"
Republican River,22591,Valid,H4,135,Found,1942,40.08333,-98.91667,"(40.083330, -98.916670)"
Rhineland,22595,Valid,H5,6240,Found,1961,33.53333,-99.61667,"(33.533330, -99.616670)"
Richfield,22600,Valid,LL3.7,40800,Found,1983,37.22222,-101.68139,"(37.222220, -101.681390)"
Richland,22601,Valid,"Iron, IIAB",50600,Found,1951,31.9,-96.4,"(31.900000, -96.400000)"
Ridgecrest,22604,Valid,H5,9.69,Found,1958,35.58333,-117.56667,"(35.583330, -117.566670)"
Rifle,22605,Valid,"Iron, IAB-MG",102700,Found,1948,38.51667,-107.83333,"(38.516670, -107.833330)"
Rio Rancho,55670,Valid,L6,1001,Found,2011,35.3,-106.63333,"(35.300000, -106.633330)"
Roach,22616,Valid,LL6,10.56,Found,1998,35.63333,-115.36667,"(35.633330, -115.366670)"
Roach Dry Lake 002,22617,Valid,L6,5,Found,2000,35.65933,-115.37167,"(35.659330, -115.371670)"
Roach Dry Lake 003,22618,Valid,H5,4.2,Found,2000,35.6717,-115.36722,"(35.671700, -115.367220)"
Roach Dry Lake 006,22619,Valid,H6,6.53,Found,2001,35.68345,-115.34703,"(35.683450, -115.347030)"
Roach Dry Lake 021,32763,Valid,H6,59.2,Found,2001,35.67298,-115.36717,"(35.672980, -115.367170)"
Roach Dry Lake 027,22620,Valid,H5,18.65,Found,2002,35.68078,-115.34062,"(35.680780, -115.340620)"
Roach Dry Lake 030,22621,Valid,EL6,10.13,Found,2002,35.67405,-115.36807,"(35.674050, -115.368070)"
Roach Dry Lake 031,22622,Valid,H6,36.2,Found,2002,35.6701,-115.37248,"(35.670100, -115.372480)"
Roach Dry Lake 064,22623,Valid,H6,18.26,Found,2002,35.67725,-115.3566,"(35.677250, -115.356600)"
Roach Dry Lake 075,22624,Valid,H6,29.9,Found,2002,35.67355,-115.35067,"(35.673550, -115.350670)"
Roach Dry Lake 113,52982,Valid,H5,39.6,Found,2010,35.66594,-115.37081,"(35.665940, -115.370810)"
Roosevelt County 007,22662,Valid,H5,5.2,Found,1979,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 008,22663,Valid,H5,25.3,Found,1979,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 009,22664,Valid,H5,2.1,Found,1979,34.08333,-103.5,"(34.083330, -103.500000)"
Rock Creek,22638,Valid,L5,1641,Found,1980,34.42222,-101.4975,"(34.422220, -101.497500)"
Rock Springs,22639,Valid,L6,52.7,Found,2003,41.65,-109.025,"(41.650000, -109.025000)"
Rodeo,22643,Valid,"Iron, IID",44000,Found,1852,25.33333,-104.66667,"(25.333330, -104.666670)"
Rogers,22645,Valid,L,982,Found,1974,34.065,-103.40833,"(34.065000, -103.408330)"
Rolla (1936),22646,Valid,H5,440,Found,1936,37.11667,-101.6,"(37.116670, -101.600000)"
Rolla (1939),22647,Valid,H4,207.5,Found,1939,37.11667,-101.6,"(37.116670, -101.600000)"
Rolla (1941),22648,Valid,H5,435,Found,1941,37.08333,-101.6,"(37.083330, -101.600000)"
Rolla (d),22649,Valid,H,50,Found,1942,37.08333,-101.6,"(37.083330, -101.600000)"
Romero,22651,Valid,H4,17200,Found,1938,35.76667,-102.95,"(35.766670, -102.950000)"
Roosevelt,22655,Valid,H3.4,5200,Found,1972,34.86667,-98.95,"(34.866670, -98.950000)"
Roosevelt County 001,22656,Valid,H3.8,462,Found,1968,33.78333,-103.56667,"(33.783330, -103.566670)"
Roosevelt County 002,22657,Valid,L6,18.2,Found,1973,33.71667,-103.65,"(33.716670, -103.650000)"
Roosevelt County 003,22658,Valid,H5,30.3,Found,1976,33.88333,-103.56667,"(33.883330, -103.566670)"
Roosevelt County 004,22659,Valid,L6,882,Found,1977,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 005,22660,Valid,L6,12,Found,1978,34.21667,-103.28333,"(34.216670, -103.283330)"
Roosevelt County 006,22661,Valid,L6,9.7,Found,1979,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 010,22665,Valid,L4,23.6,Found,1979,33.08333,-103.5,"(33.083330, -103.500000)"
Roosevelt County 011,22666,Valid,H5,2.9,Found,1980,33.75,-103.13333,"(33.750000, -103.133330)"
Roosevelt County 012,22667,Valid,H5,173.1,Found,1981,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 013,22668,Valid,H5,35.2,Found,1981,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 014,22669,Valid,L5,74.7,Found,1981,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 015,22670,Valid,H5,16.3,Found,1981,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 016,22671,Valid,H5,138.2,Found,1981,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 017,22672,Valid,L6,177.8,Found,1981,34.21667,-103.2,"(34.216670, -103.200000)"
Roosevelt County 018,22673,Valid,H5,10.8,Found,1981,34.31667,-103.41667,"(34.316670, -103.416670)"
Roosevelt County 019,22674,Valid,L5,450,Found,1982,34.11667,-103.56667,"(34.116670, -103.566670)"
Roosevelt County 020,22675,Valid,L5,528,Found,1983,34.13333,-103.56667,"(34.133330, -103.566670)"
Roosevelt County 021,22676,Valid,H5,96,Found,1983,33.81806,-103.20694,"(33.818060, -103.206940)"
Roosevelt County 022,22677,Valid,L6,8.7,Found,1983,34.21667,-103.28333,"(34.216670, -103.283330)"
Roosevelt County 023,22678,Valid,H5,59.2,Found,1984,34.18333,-103.23333,"(34.183330, -103.233330)"
Roosevelt County 024,22679,Valid,H5,5.6,Found,1984,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 025,22680,Valid,L5,4.3,Found,1984,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 026,22681,Valid,L6,12.4,Found,1984,34.15,-104.01667,"(34.150000, -104.016670)"
Roosevelt County 027,22682,Valid,Ureilite,22.3,Found,1984,33.8,-103.25,"(33.800000, -103.250000)"
Roosevelt County 028,22683,Valid,L5,67.3,Found,1984,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 029,22684,Valid,H4,4.9,Found,1984,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 030,22685,Valid,H4,3.1,Found,1984,34.28333,-103.43333,"(34.283330, -103.433330)"
Roosevelt County 031,22686,Valid,H3.9,397.1,Found,1984,33.78333,-103.55,"(33.783330, -103.550000)"
Roosevelt County 032,22687,Valid,H5,141.1,Found,1968,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 033,22688,Valid,L4,21.8,Found,1968,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 034,22689,Valid,H5,118.5,Found,1968,34.08333,-103.61667,"(34.083330, -103.616670)"
Roosevelt County 035,22690,Valid,L6,81.6,Found,1968,34.08333,-103.61667,"(34.083330, -103.616670)"
Roosevelt County 036,22691,Valid,H5,65.2,Found,1968,34.08333,-103.61667,"(34.083330, -103.616670)"
Roosevelt County 037,22692,Valid,H4/5,94.3,Found,1968,34.08333,-103.51667,"(34.083330, -103.516670)"
Roosevelt County 038,22693,Valid,H5,49.4,Found,1968,34.3,-103.45,"(34.300000, -103.450000)"
Roosevelt County 039,22694,Valid,H5,38,Found,1969,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 040,22695,Valid,H5,71.1,Found,1969,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 041,22696,Valid,L5,32.4,Found,1969,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 042,22697,Valid,H5,32.6,Found,1969,34.08333,-103.51667,"(34.083330, -103.516670)"
Roosevelt County 043,22698,Valid,H4/5,52.1,Found,1969,34.08333,-103.61667,"(34.083330, -103.616670)"
Roosevelt County 044,22699,Valid,L6,439.1,Found,1970,34.25,-103.51667,"(34.250000, -103.516670)"
Roosevelt County 045,22700,Valid,L6,55.5,Found,1970,34.23333,-103.25,"(34.233330, -103.250000)"
Roosevelt County 046,22701,Valid,H5,120.4,Found,1970,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 047,22702,Valid,L6,30.3,Found,1970,34.13333,-103.36667,"(34.133330, -103.366670)"
Roosevelt County 048,22703,Valid,L6,57.3,Found,1970,33.61667,-103.45,"(33.616670, -103.450000)"
Roosevelt County 049,22704,Valid,LL4,22.8,Found,1971,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 050,22705,Valid,L4,13.1,Found,1971,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 051,22706,Valid,L5,29.4,Found,1971,34.21667,-103.35,"(34.216670, -103.350000)"
Roosevelt County 052,22707,Valid,H5,17.7,Found,1971,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 053,22708,Valid,H5,10.8,Found,1971,33.88333,-103.7,"(33.883330, -103.700000)"
Roosevelt County 054,22709,Valid,H5,361.5,Found,1971,34.3,-103.43333,"(34.300000, -103.433330)"
Roosevelt County 055,22710,Valid,H5,7.9,Found,1971,34.3,-103.43333,"(34.300000, -103.433330)"
Roosevelt County 056,22711,Valid,H5,10.3,Found,1972,34.41667,-103.58333,"(34.416670, -103.583330)"
Roosevelt County 057,22712,Valid,L5,7.7,Found,1973,34.21667,-103.28333,"(34.216670, -103.283330)"
Roosevelt County 058,22713,Valid,L4,12,Found,1968,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 059,22714,Valid,L6,26.2,Found,1968,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 060,22715,Valid,H5,34.2,Found,1968,34.08333,-103.61667,"(34.083330, -103.616670)"
Roosevelt County 061,22716,Valid,H5,49.5,Found,1968,34.08333,-103.51667,"(34.083330, -103.516670)"
Roosevelt County 062,22717,Valid,H5,16.2,Found,1969,34.21667,-103.5,"(34.216670, -103.500000)"
Roosevelt County 063,22718,Valid,L4,34.7,Found,1969,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 064,22719,Valid,H5,24.8,Found,1969,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 065,22720,Valid,H5,405.8,Found,1971,33.61667,-103.45,"(33.616670, -103.450000)"
Roosevelt County 066,22721,Valid,L5,4.9,Found,1988,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 067,22722,Valid,L5,2.1,Found,1988,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 068,22723,Valid,L5,13.9,Found,1988,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 069,22724,Valid,L5,4.8,Found,1989,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 070,22725,Valid,L5,2.3,Found,1989,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 071,22726,Valid,L4,5.3,Found,1989,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 072,22727,Valid,L5,9.8,Found,1989,34.1,-103.48333,"(34.100000, -103.483330)"
Roosevelt County 073,22728,Valid,H5,288,Found,1989,34.08333,-103.48333,"(34.083330, -103.483330)"
Roosevelt County 074,22729,Valid,L5,22.2,Found,1990,34.08333,-103.51667,"(34.083330, -103.516670)"
Roosevelt County 075,22730,Valid,H3.10,258,Found,1990,34.18333,-103.43333,"(34.183330, -103.433330)"
Roosevelt County 076,22731,Valid,L4,3.3,Found,1992,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 077,22732,Valid,L4,10.9,Found,1992,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 078,22733,Valid,L4,6.9,Found,1992,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 079,22734,Valid,H4,30.2,Found,1993,34.1,-103.58333,"(34.100000, -103.583330)"
Roosevelt County 080,22735,Valid,H6,727.8,Found,1968,34.05,-103.5,"(34.050000, -103.500000)"
Roosevelt County 081,22736,Valid,H5,522.2,Found,1969,33.63333,-103.16667,"(33.633330, -103.166670)"
Roosevelt County 082,22737,Valid,H4,137,Found,1969,34.08333,-103.56667,"(34.083330, -103.566670)"
Roosevelt County 083,22738,Valid,H5,14.8,Found,1969,33.66667,-103.41667,"(33.666670, -103.416670)"
Roosevelt County 084,22739,Valid,L4,69.6,Found,1969,34.2,-103.23333,"(34.200000, -103.233330)"
Roosevelt County 085,22740,Valid,L4,140,Found,1969,34.31667,-103.38333,"(34.316670, -103.383330)"
Roosevelt County 086,22741,Valid,L6,9,Found,1974,34.28333,-103.28333,"(34.283330, -103.283330)"
Roosevelt County 087,22742,Valid,H5,8.2,Found,1977,34.06667,-103.51667,"(34.066670, -103.516670)"
Roosevelt County 088,22743,Valid,H4,7.5,Found,1978,33.88333,-103.56667,"(33.883330, -103.566670)"
Roosevelt County 089,22744,Valid,H5,1615,Found,1980,34.13333,-103.53333,"(34.133330, -103.533330)"
Roosevelt County 090,22745,Valid,H4,6.4,Found,1993,34.28333,-103.51667,"(34.283330, -103.516670)"
Roosevelt County 091,22746,Valid,H4,3.15,Found,1994,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 092,22747,Valid,L5,34.29,Found,1994,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 093,22748,Valid,L5,2.78,Found,1994,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 094,22749,Valid,L5,3.55,Found,1994,34.08333,-103.5,"(34.083330, -103.500000)"
Roosevelt County 095,22750,Valid,L/LL5,12.1,Found,1995,34.09167,-103.50167,"(34.091670, -103.501670)"
Roosevelt County 096,22751,Valid,L5,212.2,Found,1996,34.09167,-103.67667,"(34.091670, -103.676670)"
Roosevelt County 097,22752,Valid,H4,56,Found,1996,33.95833,-103.93833,"(33.958330, -103.938330)"
Roosevelt County 098,22753,Valid,L6,15,Found,1969,34.21667,-103.55,"(34.216670, -103.550000)"
Roosevelt County 099,22754,Valid,H(5?),9.8,Found,1969,33.6,-103.3,"(33.600000, -103.300000)"
Roosevelt County 100,22755,Valid,L5,6.8,Found,1970,34.3,-103.45,"(34.300000, -103.450000)"
Roosevelt County 101,22756,Valid,H5,12.6,Found,1979,34.05,-103.58333,"(34.050000, -103.583330)"
Roosevelt County 102,22757,Valid,L5,8345,Found,1988,33.995,-103.25,"(33.995000, -103.250000)"
Roosevelt County 103,22758,Valid,L6,10,Found,1998,33.73883,-103.65,"(33.738830, -103.650000)"
Roosevelt County 104,22759,Valid,L5,51.7,Found,1998,33.72217,-103.67333,"(33.722170, -103.673330)"
Roosevelt County 105,22760,Valid,H5,30,Found,1998,34.18833,-103.94167,"(34.188330, -103.941670)"
Roosevelt County 106,22761,Valid,L6,98.8,Found,2001,34.21667,-103.93333,"(34.216670, -103.933330)"
Roosevelt County 107,22762,Valid,L6,81.2,Found,2000,34.21667,-103.13333,"(34.216670, -103.133330)"
Roosevelt County 108,47360,Valid,H5,4.75,Found,2004,34.21667,-103.18333,"(34.216670, -103.183330)"
Roosevelt County 109,48914,Valid,L6,17.3,Found,2005,34.21667,-103.18333,"(34.216670, -103.183330)"
Roosevelt County 110,48991,Valid,L4,73.7,Found,1987,33.736667,-103.623333,"(33.736667, -103.623333)"
Rosamond,57434,Valid,LL3,11.1,Found,2012,34.82793,-118.1464,"(34.827930, -118.146400)"
Rosamond Dry Lake,22764,Valid,L,850,Found,1940,34.83333,-118.06667,"(34.833330, -118.066670)"
Rosebud,22767,Valid,H5,54900,Found,1915,30.81667,-97.05,"(30.816670, -97.050000)"
Round Top (a),22768,Valid,L5,9935,Found,1934,30.05806,-96.65139,"(30.058060, -96.651390)"
Round Top (b),22769,Valid,H4,7166,Found,1939,30.06667,-96.7,"(30.066670, -96.700000)"
Roundsprings,22770,Valid,H5,6000,Found,1986,39.16667,-98.43333,"(39.166670, -98.433330)"
Roundup,22771,Valid,"Iron, IIIAB",17590,Found,1990,46.78333,-108.56667,"(46.783330, -108.566670)"
Roy (1933),22774,Valid,L5,47200,Found,1933,35.95,-104.2,"(35.950000, -104.200000)"
Roy (1934),22775,Valid,L6,5619,Found,1934,35.95,-104.2,"(35.950000, -104.200000)"
Ruff's Mountain,22779,Valid,"Iron, IIIAB",53070,Found,1844,34.3,-81.4,"(34.300000, -81.400000)"
Rush County,22785,Valid,H5,4300,Found,1948,39.5,-85.5,"(39.500000, -85.500000)"
Rush Creek,22786,Valid,L6,9300,Found,1938,38.61667,-102.71667,"(38.616670, -102.716670)"
Rushville,22787,Valid,L5,50,Found,1866,39.61667,-85.45,"(39.616670, -85.450000)"
Russel Gulch,22788,Valid,"Iron, IIIAB",13200,Found,1863,39.8,-105.5,"(39.800000, -105.500000)"
Ryan Field,22789,Valid,H5,8.9,Found,1982,32.13333,-111.13333,"(32.133330, -111.133330)"
Sacramento Mountains,22794,Valid,"Iron, IIIAB",237200,Found,1890,32.91667,-104.66667,"(32.916670, -104.666670)"
Sacramento Wash 001,34065,Valid,H4,98.9,Found,2003,34.75637,-114.23435,"(34.756370, -114.234350)"
Sacramento Wash 002,34066,Valid,H4,892.8,Found,2004,34.75635,-114.2343,"(34.756350, -114.234300)"
Sacramento Wash 003,34067,Valid,H4,89.2,Found,2004,34.75873,-114.23342,"(34.758730, -114.233420)"
Sacramento Wash 004,34068,Valid,H5,28.6,Found,2004,34.75078,-114.22717,"(34.750780, -114.227170)"
Sacramento Wash 005,45974,Valid,H-metal,52.3,Found,2004,34.74667,-114.21,"(34.746670, -114.210000)"
Saginaw,22797,Valid,Iron,44500,Found,1979,32.86583,-97.32306,"(32.865830, -97.323060)"
Saint Augustine,23080,Valid,"Iron, IID",22000,Found,1974,40.71667,-90.41667,"(40.716670, -90.416670)"
Salaices,23105,Valid,H4,24500,Found,1971,27,-105.25,"(27.000000, -105.250000)"
Salina,23108,Valid,Iron,235,Found,1908,38.98333,-111.85,"(38.983330, -111.850000)"
Saline,23109,Valid,H5,30800,Found,1901,39.4,-100.4,"(39.400000, -100.400000)"
Salt Lake City,23112,Valid,H5,875,Found,1869,40.91667,-111.66667,"(40.916670, -111.666670)"
Salt River,23113,Valid,"Iron, IIC",3600,Found,1850,37.95,-85.78333,"(37.950000, -85.783330)"
Sam's Valley,23116,Valid,"Iron, IIIAB",6920,Found,1894,42.53333,-122.875,"(42.533330, -122.875000)"
San Angelo,23117,Valid,"Iron, IIIAB",88000,Found,1897,31.41667,-100.35,"(31.416670, -100.350000)"
San Bernardino Wash,55265,Valid,L5,258,Found,2010,34.00056,-115.72972,"(34.000560, -115.729720)"
San Emigdio,23122,Valid,H4,36000,Found,1887,36,-119,"(36.000000, -119.000000)"
San Francisco Mountains,23124,Valid,"Iron, IVA",1700,Found,1920,35,-112,"(35.000000, -112.000000)"
San Joaquin,47356,Valid,L5/6,31.8,Found,2005,32.16657,-111.11718,"(32.166570, -111.117180)"
San Pedro Springs,23131,Valid,L6,72,Found,1887,29.5,-98.5,"(29.500000, -98.500000)"
Sand Creek,23133,Valid,H5,2443,Found,1986,39.43,-99.995,"(39.430000, -99.995000)"
Sand Draw,23134,Valid,H5,1200,Found,1947,40.81667,-102.25,"(40.816670, -102.250000)"
Sanderson,23135,Valid,"Iron, IIIAB",6800,Found,1936,30.13333,-102.15,"(30.133330, -102.150000)"
Sandy Creek,23158,Valid,L5,1330,Found,1999,40.43333,-98.06667,"(40.433330, -98.066670)"
Sandia Mountains,23156,Valid,"Iron, IIAB",45000,Found,1925,35.25,-106.5,"(35.250000, -106.500000)"
Sandtown,23157,Valid,"Iron, IIIAB",9350,Found,1938,35.93333,-91.63333,"(35.933330, -91.633330)"
Santa Rosalia,23168,Valid,"Pallasite, PMG",1631,Found,1950,27.33333,-112.33333,"(27.333330, -112.333330)"
Sappa,23175,Valid,L6,5950,Found,1983,39.84433,-100.51,"(39.844330, -100.510000)"
Sardis,23177,Valid,"Iron, IAB complex",800000,Found,1940,32.94889,-81.865,"(32.948890, -81.865000)"
Savannah,23189,Valid,"Iron, IIIAB",60000,Found,1923,35.16667,-88.18333,"(35.166670, -88.183330)"
Sawtooth Knob,23191,Valid,"Iron, IIAB",18.54,Found,2002,40.86217,-118.54167,"(40.862170, -118.541670)"
Sawyer,53806,Valid,H4,8100,Found,2006,37.52392,-98.62993,"(37.523920, -98.629930)"
Scott City,23462,Valid,H5,2135,Found,1905,38.46667,-100.93333,"(38.466670, -100.933330)"
Scottsville,23466,Valid,"Iron, IIAB",10000,Found,1867,36.76667,-86.16667,"(36.766670, -86.166670)"
Scurry,23468,Valid,H5,118000,Found,1937,32.5,-101,"(32.500000, -101.000000)"
Seagraves,23469,Valid,H4,13000,Found,1962,32.93333,-102.58333,"(32.933330, -102.583330)"
Seagraves (b),23470,Valid,H5,4600,Found,1976,32.91722,-102.5,"(32.917220, -102.500000)"
Seagraves (c),23471,Valid,L6/7,26810,Found,1989,32.98333,-102.56667,"(32.983330, -102.566670)"
Seguin,23478,Valid,H6,750,Found,1956,39.36667,-100.63333,"(39.366670, -100.633330)"
Seibert (a),23479,Valid,H5,3500,Found,1941,39.3,-102.83333,"(39.300000, -102.833330)"
Seibert (b),23480,Valid,L6,8600,Found,1991,39.27667,-102.88667,"(39.276670, -102.886670)"
Selden,23484,Valid,LL5,1560,Found,1960,39.53333,-100.56667,"(39.533330, -100.566670)"
Seligman,23485,Valid,"Iron, IAB-MG",2200,Found,1949,35.28333,-112.86667,"(35.283330, -112.866670)"
Selma,23486,Valid,H4,140600,Found,1906,32.4,-87,"(32.400000, -87.000000)"
Seminole,23488,Valid,H4,43900,Found,1961,32.68333,-102.61667,"(32.683330, -102.616670)"
Seminole (b),23489,Valid,H4,1184,Found,1965,32.54333,-102.705,"(32.543330, -102.705000)"
Seminole (c),23490,Valid,H4,1711,Found,1967,32.55,-102.39167,"(32.550000, -102.391670)"
Seminole (d),23491,Valid,H6,1710,Found,1976,32.71667,-102.65,"(32.716670, -102.650000)"
Seminole (e),23492,Valid,H5,758.2,Found,1977,32.71667,-102.65,"(32.716670, -102.650000)"
Seminole (f),54436,Valid,H5,5421,Found,2008,32.70038,-102.67268,"(32.700380, -102.672680)"
Seminole (g),55293,Valid,H5,640.4,Found,1999,32.71667,-102.65,"(32.716670, -102.650000)"
Seminole Draw (a),23493,Valid,L6,478,Found,1976,32.71667,-102.65,"(32.716670, -102.650000)"
Seminole Draw (b),23494,Valid,H5,1192.7,Found,1976,32.71667,-102.65,"(32.716670, -102.650000)"
Seneca,23497,Valid,H4,1900,Found,1936,39.83333,-96.06667,"(39.833330, -96.066670)"
Seneca Falls,23498,Valid,"Iron, IIIAB",4000,Found,1850,42.91667,-76.78333,"(42.916670, -76.783330)"
Seneca Township,23499,Valid,"Iron, IVA",11500,Found,1923,41.78333,-84.18333,"(41.783330, -84.183330)"
Seth Ward,23505,Valid,H5,3800,Found,1977,34.26889,-101.64722,"(34.268890, -101.647220)"
Seymour,23511,Valid,"Iron, IAB-MG",25900,Found,1940,37.2375,-92.78694,"(37.237500, -92.786940)"
Shafter Lake,23513,Valid,H5,3027,Found,1933,32.4,-102.58333,"(32.400000, -102.583330)"
Shallowater,23522,Valid,Aubrite,4650,Found,1936,33.7,-101.93333,"(33.700000, -101.933330)"
Sharon Springs,23524,Valid,L6,23400,Found,1983,38.77083,-101.79833,"(38.770830, -101.798330)"
Shaw,23526,Valid,L6/7,17500,Found,1937,39.53333,-103.33333,"(39.533330, -103.333330)"
Sheephole Valley,23527,Valid,H4,62.1,Found,1999,34.125,-115.56333,"(34.125000, -115.563330)"
Sheephole Valley 002,23528,Valid,L4,4.4,Found,1999,34.125,-115.56333,"(34.125000, -115.563330)"
Shields,23533,Valid,H5,9780,Found,1962,38.7,-100.35,"(38.700000, -100.350000)"
Shingle Springs,23535,Valid,"Iron, ungrouped",39000,Found,1869,38.66667,-120.93333,"(38.666670, -120.933330)"
Shrewsbury,23581,Valid,"Iron, IAB-sLL",12000,Found,1907,39.76667,-76.66667,"(39.766670, -76.666670)"
Sidney,23585,Valid,L,6000,Found,1941,41.05,-102.9,"(41.050000, -102.900000)"
Sierra Blanca,23587,Valid,"Iron, IAB?",405,Found,1784,27.15,-104.9,"(27.150000, -104.900000)"
Sierra County,23589,Valid,H5,1000,Found,1962,33,-107.5,"(33.000000, -107.500000)"
Signal Mountain,23592,Valid,"Iron, IVA",63500,Found,1919,32.5,-115.5,"(32.500000, -115.500000)"
Silurian Dry Lake,23595,Valid,LL6,43.8,Found,2000,35.51752,-116.17607,"(35.517520, -116.176070)"
Silver Bell,23596,Valid,"Iron, IIAB",5100,Found,1939,32.48333,-111.56667,"(32.483330, -111.566670)"
Silver Crown,23597,Valid,"Iron, IAB-MG",11600,Found,1887,41.23333,-104.98333,"(41.233330, -104.983330)"
Silver Dry Lake 001,23598,Valid,L4,218.8,Found,2000,35.37333,-116.125,"(35.373330, -116.125000)"
Silver Dry Lake 002,23599,Valid,H6,16.5,Found,2000,35.34443,-116.11485,"(35.344430, -116.114850)"
Silverton (Texas),23601,Valid,H4,2576,Found,1938,34.53333,-101.18333,"(34.533330, -101.183330)"
Skiff,23622,Valid,H4,3540,Found,1966,49.25,-111.86667,"(49.250000, -111.866670)"
Slaton,23625,Valid,L4,1070,Found,1941,33.43333,-101.75,"(33.433330, -101.750000)"
Sligo,23644,Valid,H3.9,78,Found,1976,33.11861,-102.74056,"(33.118610, -102.740560)"
Slovak,23647,Valid,H5,8220,Found,1962,34.65,-91.58333,"(34.650000, -91.583330)"
Smith Center,23649,Valid,L6,1585,Found,1937,39.83333,-99.01667,"(39.833330, -99.016670)"
Smithland,23650,Valid,"Iron, IVA",5000,Found,1839,37.13333,-88.4,"(37.133330, -88.400000)"
Smithonia,23651,Valid,"Iron, IIAB",69900,Found,1940,34,-83.16667,"(34.000000, -83.166670)"
Smith's Mountain,23652,Valid,"Iron, IIIAB",5000,Found,1863,36.41667,-80,"(36.416670, -80.000000)"
Smithville,23654,Valid,"Iron, IAB-MG",70500,Found,1840,35.98333,-85.85,"(35.983330, -85.850000)"
Smokey Spring,57453,Valid,H4,254,Found,2011,40.95465,-118.49693,"(40.954650, -118.496930)"
Smyer,23655,Valid,H6,3273,Found,1968,33.58333,-102.16667,"(33.583330, -102.166670)"
Snyder,23657,Valid,H3,16900,Found,1983,32.71667,-100.91667,"(32.716670, -100.916670)"
